LEA,SCHOOL_NAME,1314_GRADES_SERVED,1415_GRADES_SERVED,1516_GRADES_SERVED,1617_GRADES_SERVED,1718_GRADES_SERVED,1819_GRADES_SERVED,1920_GRADES_SERVED,2021_GRADES_SERVED,2122_GRADES_SERVED,2223_GRADES_SERVED,2324_GRADES_SERVED,1314_ACT_NUM_TESTED,1415_ACT_NUM_TESTED,1516_ACT_NUM_TESTED,1617_ACT_NUM_TESTED,1718_ACT_NUM_TESTED,1819_ACT_NUM_TESTED,1920_ACT_NUM_TESTED,2021_ACT_NUM_TESTED,2122_ACT_NUM_TESTED,2223_ACT_NUM_TESTED,2324_ACT_NUM_TESTED,1314_ACT_NUM_TESTED_12,1415_ACT_NUM_TESTED_12,1516_ACT_NUM_TESTED_12,1617_ACT_NUM_TESTED_12,1718_ACT_NUM_TESTED_12,1819_ACT_NUM_TESTED_12,1920_ACT_NUM_TESTED_12,2021_ACT_NUM_TESTED_12,2122_ACT_NUM_TESTED_12,2223_ACT_NUM_TESTED_12,2324_ACT_NUM_TESTED_12,1314_ACT_COMP,1415_ACT_COMP,1516_ACT_COMP,1617_ACT_COMP,1718_ACT_COMP,1819_ACT_COMP,1920_ACT_COMP,2021_ACT_COMP,2122_ACT_COMP,2223_ACT_COMP,2324_ACT_COMP,1314_ACT_MATH,1415_ACT_MATH,1516_ACT_MATH,1617_ACT_MATH,1718_ACT_MATH,1819_ACT_MATH,1920_ACT_MATH,2021_ACT_MATH,2122_ACT_MATH,2223_ACT_MATH,2324_ACT_MATH,1314_ACT_READ,1415_ACT_READ,1516_ACT_READ,1617_ACT_READ,1718_ACT_READ,1819_ACT_READ,1920_ACT_READ,2021_ACT_READ,2122_ACT_READ,2223_ACT_READ,2324_ACT_READ,1314_ACT_SCIENCE,1415_ACT_SCIENCE,1516_ACT_SCIENCE,1617_ACT_SCIENCE,1718_ACT_SCIENCE,1819_ACT_SCIENCE,1920_ACT_SCIENCE,2021_ACT_SCIENCE,2122_ACT_SCIENCE,2223_ACT_SCIENCE,2324_ACT_SCIENCE,1314_AP_PASS,1415_AP_PASS,1516_AP_PASS,1617_AP_PASS,1718_AP_PASS,1819_AP_PASS,1920_AP_PASS,2021_AP_PASS,2122_AP_PASS,2223_AP_PASS,2324_AP_PASS,1314_AP_EXAMS,1415_AP_EXAMS,1516_AP_EXAMS,1617_AP_EXAMS,1718_AP_EXAMS,1819_AP_EXAMS,1920_AP_EXAMS,2021_AP_EXAMS,2122_AP_EXAMS,2223_AP_EXAMS,2324_AP_EXAMS,1314_AP_STUDENTS,1415_AP_STUDENTS,1516_AP_STUDENTS,1617_AP_STUDENTS,1718_AP_STUDENTS,1819_AP_STUDENTS,1920_AP_STUDENTS,2021_AP_STUDENTS,2122_AP_STUDENTS,2223_AP_STUDENTS,2324_AP_STUDENTS,1314_CC_ACCUMULATION,1415_CC_ACCUMULATION,1516_CC_ACCUMULATION,1617_CC_ACCUMULATION,1718_CC_ACCUMULATION,1819_CC_ACCUMULATION,1920_CC_ACCUMULATION,2021_CC_ACCUMULATION,2122_CC_ACCUMULATION,2223_CC_ACCUMULATION,2324_CC_ACCUMULATION,1314_COLLEGE_GOING,1415_COLLEGE_GOING,1516_COLLEGE_GOING,1617_COLLEGE_GOING,1718_COLLEGE_GOING,1819_COLLEGE_GOING,1920_COLLEGE_GOING,2021_COLLEGE_GOING,2122_COLLEGE_GOING,2223_COLLEGE_GOING,2324_COLLEGE_GOING,1314_COLLEGE_REMEDIATION,1415_COLLEGE_REMEDIATION,1516_COLLEGE_REMEDIATION,1617_COLLEGE_REMEDIATION,1718_COLLEGE_REMEDIATION,1819_COLLEGE_REMEDIATION,1920_COLLEGE_REMEDIATION,2021_COLLEGE_REMEDIATION,2122_COLLEGE_REMEDIATION,2223_COLLEGE_REMEDIATION,2324_COLLEGE_REMEDIATION
0201008,Crossett Middle School,5-8,5-8,5-8,5-8,5-8,5-8,5-8,5-8,5-8,5-8,5-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0203017,Hamburg Middle School,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0203018,Hamburg High School,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,118.00,120.00,164.00,180.00,176.00,172.00,157.00,132.00,140.00,145.00,N/A,85.00,99.00,93.00,120.00,124.00,113.00,141.00,126.00,97.00,102.00,N/A,N/A,N/A,N/A,19.61,17.90,19.42,17.90,17.43,17.20,17.75,N/A,N/A,N/A,N/A,19.76,18.28,19.00,17.73,17.09,17.09,17.38,N/A,N/A,N/A,N/A,19.89,18.18,19.60,17.99,17.50,17.10,17.92,N/A,N/A,N/A,N/A,19.85,18.30,19.32,18.46,17.87,17.84,18.02,N/A,N/A,N/A,N/A,31.00,35.00,25.00,35.00,12.00,18.00,21.00,N/A,N/A,N/A,N/A,186.00,194.00,124.00,131.00,81.00,115.00,102.00,N/A,N/A,N/A,N/A,116.00,92.00,91.00,112.00,54.00,51.00,74.00,N/A,N/A,N/A,N/A,0.49,0.54,0.50,0.66,0.52,0.65,0.42,N/A,N/A,N/A,N/A,0.64,0.61,0.60,0.55,0.53,0.44,0.61,N/A,N/A,N/A,N/A,0.58,0.75,0.64,0.79,0.81,0.80,0.45,N/A
0203019,Wilmot Elementary School,K-5,K-5,K-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0203020,Noble/Allbritton Elementary Sc,K-5,K-5,K-5,K-5,K-5,K-5,K-2,K-2,K-2,K-2,K-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0203027,Portland Elementary School,K-5,K-5,K-5,P-5,P-5,P-5,P-5,P-5,P-5,P-5,P-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0302006,Amanda Gist Elementary School,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0302007,Cotter High School,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,37.00,40.00,54.00,60.00,51.00,51.00,59.00,49.00,50.00,57.00,N/A,26.00,26.00,33.00,36.00,45.00,38.00,34.00,42.00,38.00,40.00,N/A,N/A,N/A,N/A,20.17,20.91,20.76,19.50,19.60,19.05,18.23,N/A,N/A,N/A,N/A,18.56,19.07,19.55,18.62,18.71,17.84,16.98,N/A,N/A,N/A,N/A,20.75,21.67,21.05,20.35,20.21,19.26,18.78,N/A,N/A,N/A,N/A,20.56,20.98,20.79,19.21,19.33,20.11,18.60,N/A,N/A,N/A,N/A,5.00,4.00,8.00,11.00,17.00,15.00,15.00,N/A,N/A,N/A,N/A,30.00,21.00,37.00,32.00,40.00,37.00,67.00,N/A,N/A,N/A,N/A,30.00,18.00,18.00,27.00,24.00,24.00,39.00,N/A,N/A,N/A,N/A,0.64,0.58,0.63,0.44,0.71,0.50,0.57,N/A,N/A,N/A,N/A,0.51,0.51,0.54,0.34,0.41,0.58,0.39,N/A,N/A,N/A,N/A,0.61,0.62,0.53,0.71,0.71,0.68,0.42,N/A
0303013,Nelson Wilks Herron Elementary,1-2,1-2,1-2,1-2,1-2,1-2,1-2,1-2,1-2,1-2,1-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0303014,Pinkston Middle School,6-7,6-7,6-7,6-7,6-7,6-7,6-7,6-7,6-7,6-7,6-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0303018,Mountain Home Kindergarten,K-K,K-K,K-K,K-K,K-K,K-K,K-K,K-K,K-K,K-K,K-K,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0303019,Mountain Home Jr. High School,8-8,8-8,8-8,8-8,8-8,8-8,8-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0303024,Hackler Intermediate School,3-5,3-5,3-5,3-5,3-5,3-5,3-5,3-5,3-5,3-5,3-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0303703,Mtn Home High Career Academics,9-12,9-12,9-12,9-12,9-12,9-12,9-12,8-12,8-12,8-12,8-12,175.00,194.00,300.00,338.00,331.00,345.00,294.00,301.00,301.00,300.00,N/A,145.00,163.00,184.00,223.00,270.00,227.00,266.00,243.00,244.00,226.00,N/A,N/A,N/A,N/A,20.91,20.64,20.70,20.68,20.93,19.98,19.85,N/A,N/A,N/A,N/A,20.08,19.57,19.39,18.92,19.46,18.92,18.64,N/A,N/A,N/A,N/A,21.75,21.30,21.47,21.60,21.68,20.60,20.47,N/A,N/A,N/A,N/A,20.80,20.97,20.72,21.13,21.24,20.32,20.41,N/A,N/A,N/A,N/A,37.00,48.00,61.00,47.00,58.00,80.00,68.00,N/A,N/A,N/A,N/A,215.00,228.00,228.00,184.00,271.00,334.00,266.00,N/A,N/A,N/A,N/A,187.00,206.00,204.00,273.00,247.00,247.00,232.00,N/A,N/A,N/A,N/A,0.52,0.50,0.56,0.46,0.50,0.54,0.49,N/A,N/A,N/A,N/A,0.53,0.57,0.60,0.55,0.49,0.46,0.59,N/A,N/A,N/A,N/A,0.52,0.60,0.61,0.60,0.60,0.63,0.49,N/A
0304021,Norfork Elementary School,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0304022,Norfork High School,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,11.00,17.00,46.00,46.00,41.00,31.00,40.00,34.00,38.00,32.00,N/A,11.00,11.00,21.00,24.00,34.00,34.00,21.00,32.00,24.00,32.00,N/A,N/A,N/A,N/A,21.92,20.26,20.91,19.57,19.63,22.00,18.50,N/A,N/A,N/A,N/A,20.96,20.12,20.15,18.67,19.06,20.46,17.50,N/A,N/A,N/A,N/A,22.75,20.24,21.21,20.33,19.81,22.33,19.09,N/A,N/A,N/A,N/A,22.13,20.29,21.03,20.14,19.59,22.71,19.47,N/A,N/A,N/A,N/A,3.00,0.00,1.00,5.00,2.00,7.00,4.00,N/A,N/A,N/A,N/A,13.00,18.00,12.00,9.00,14.00,19.00,5.00,N/A,N/A,N/A,N/A,11.00,15.00,15.00,7.00,13.00,13.00,6.00,N/A,N/A,N/A,N/A,0.64,0.81,0.68,0.43,0.50,0.31,0.67,N/A,N/A,N/A,N/A,0.60,0.58,0.66,0.33,0.37,0.52,0.31,N/A,N/A,N/A,N/A,0.42,0.53,0.53,0.67,0.56,0.54,0.27,N/A
0401001,Thomas Jefferson Elem. School,K-4,K-5,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0401002,Washington Junior High School,6-8,7-8,7-8,7-8,7-8,7-8,7-8,7-8,7-8,7-8,7-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
0401003,Bentonville High School,9-12,8-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,9-12,1030.00,1201.00,1375.00,1013.00,914.00,900.00,412.00,883.00,935.00,986.00,N/A,456.00,844.00,867.00,978.00,726.00,679.00,658.00,641.00,648.00,746.00,N/A,N/A,N/A,N/A,23.11,23.83,22.97,23.19,23.09,22.94,22.90,N/A,N/A,N/A,N/A,21.95,22.29,21.42,21.54,21.59,21.78,21.46,N/A,N/A,N/A,N/A,23.78,24.69,23.74,24.22,23.96,23.57,23.70,N/A,N/A,N/A,N/A,23.22,23.60,22.70,23.00,23.03,22.84,22.76,N/A,N/A,N/A,N/A,1569.00,1254.00,1184.00,1302.00,1254.00,1280.00,1308.00,N/A,N/A,N/A,N/A,2540.00,2160.00,2037.00,1948.00,2006.00,1880.00,1949.00,N/A,N/A,N/A,N/A,1239.00,1163.00,1088.00,1047.00,1099.00,1025.00,1174.00,N/A,N/A,N/A,N/A,0.54,0.57,0.63,0.64,0.56,0.56,0.49,N/A,N/A,N/A,N/A,0.46,0.49,0.52,0.44,0.40,0.42,0.42,N/A,N/A,N/A,N/A,0.39,0.37,0.42,0.43,0.44,0.41,0.24,N/A
0401004,R.E. Baker Elementary School,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,K-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
